mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
68	68	0	0	4/4	1	1	1/4	1/4	1		7	73		802
68	68	0	0	4/4	1	1	1/4	1/4	1		6	78		802
68	68	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		809
68	68	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		810
68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		803
68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		803
68	68	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		803
68	68	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		811
68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71		804
68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		804
68	68	3/8	3/8	4/4	1	1	1/8	1/8	1		8	80		804
68	68	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		812
68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69		805
68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74		805
68	68	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		805
68	68	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		813
68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		3	69		806
68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		806
68	68	5/8	5/8	4/4	1	1	1/8	1/8	1		8	80		806
68	68	3/4	3/4	4/4	2	1	1/8	1/8	1		6	66		814
68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		807
68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74		807
68	68	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78		807
68	68	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57		815
69	69	0	0	4/4	2	1	1/8	1/8	1		3	45		821
69	69	0	0	4/4	1	1	1/4	1/4	1		3	69		816
69	69	0	0	4/4	1	1	1/4	1/4	1		7	73		816
69	69	0	0	4/4	1	1	1/4	1/4	1		4	76		816
69	69	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		822
69	69	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		823
69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		817
69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		817
69	69	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73		817
69	69	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		824
69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		818
69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		818
69	69	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		818
69	69	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		825
69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		819
69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		819
69	69	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73		819
69	69	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		826
69	69	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57		827
69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		820
69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		820
69	69	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		820
69	69	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		828
70	70	0	0	4/4	2	1	1/8	1/8	1		5	35		830
70	70	0	0	4/4	1	1	1	1	1	1	9	63		829
70	70	0	0	4/4	1	1	1	1	1	1	6	66		829
70	70	0	0	4/4	1	1	1	1	1	1	3	69		829
70	70	0	0	4/4	1	1	1	1	1	1	7	73		829
70	70	1/8	1/8	4/4	2	1	1/8	1/8	1		6	42		831
70	70	1/4	1/4	4/4	2	1	1/8	1/8	1		5	47		832
70	70	3/8	3/8	4/4	2	1	1/8	1/8	1		6	42		833
70	70	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		834
70	70	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		835
70	70	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		836
70	70	7/8	7/8	4/4	2	1	1/8	1/8	1		5	47		837
71	71	0	0	4/4	2	1	1/8	1/8	1		5	47		843
71	71	0	0	4/4	1	1	1/4	1/4	1	-1	9	63		838
71	71	0	0	4/4	1	1	1/4	1/4	1	-1	6	66		838
71	71	0	0	4/4	1	1	1/4	1/4	1	-1	3	69		838
71	71	0	0	4/4	1	1	1/4	1/4	1	-1	7	73		838
71	71	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		844
71	71	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		845
71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		7	61		839
71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		6	66		839
71	71	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		839
71	71	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		846
71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		7	61		840
71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		840
71	71	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		840
71	71	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		847
71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		841
71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		841
71	71	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		841
71	71	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		848
71	71	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		849
71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		842
71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		842
71	71	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		842
71	71	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		850
72	72	0	0	4/4	2	1	1/8	1/8	1		5	47		856
72	72	0	0	4/4	1	1	1/4	1/4	1		9	63		851
72	72	0	0	4/4	1	1	1/4	1/4	1		3	69		851
72	72	0	0	4/4	1	1	1/4	1/4	1		7	73		851
72	72	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		857
72	72	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		858
72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		7	61		852
72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		6	66		852
72	72	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		852
72	72	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		859
72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		7	61		853
72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66		853
72	72	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		853
72	72	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		860
72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		854
72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		854
72	72	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		854
72	72	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		861
72	72	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		862
72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		855
72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		855
72	72	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		855
72	72	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		863
73	73	0	0	4/4	2	1	1/8	1/8	1		5	47		867
73	73	0	0	4/4	1	1	1/4	1/4	1		9	63		864
73	73	0	0	4/4	1	1	1/4	1/4	1		3	69		864
73	73	0	0	4/4	1	1	1/4	1/4	1		7	73		864
73	73	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		868
73	73	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		869
73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		7	61		865
73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		6	66		865
73	73	1/4	1/4	4/4	1	1	1/2	1/2	1		3	69		865
73	73	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		870
73	73	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		871
73	73	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		872
73	73	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54		873
73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		6	66		866
73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		866
73	73	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		866
73	73	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		874
74	74	0	0	4/4	1	1	1/8	1/8	1		8	68		875
74	74	0	0	4/4	1	1	1/8	1/8	1		9	75		875
74	74	1/8	1/8	4/4	1	1	1/8	1/8	1		9	63		876
74	74	1/4	1/4	4/4	2	1	1/8	1/8	1		8	32		879
74	74	1/4	1/4	4/4	2	1	1/8	1/8	1		9	39		879
74	74	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		880
74	74	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		881
74	74	5/8	5/8	4/4	2	1	1/8	1/8	1		9	51		882
74	74	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		877
74	74	7/8	7/8	4/4	1	1	1/8	1/8	1		8	56		878
75	75	0	0	4/4	2	1	1/8	1/8	1		8	56		889
75	75	1/8	1/8	4/4	2	1	1/8	1/8	1		9	63		890
75	75	1/4	1/4	4/4	1	1	1/8	1/8	1		9	75		883
75	75	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		884
75	75	1/2	1/2	4/4	1	1	1/8	1/8	1		8	68		885
75	75	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		886
75	75	3/4	3/4	4/4	1	1	1/8	1/8	1		9	87		887
75	75	7/8	7/8	4/4	1	1	1/8	1/8	1		8	80		888
76	76	0	0	4/4	2	1	1/8	1/8	1		-4	68		897
76	76	0	0	4/4	1	2	1/2	1/2	1		0	84		895
76	76	0	0	4/4	1	1	1/4	1/4	1		-3	87		891
76	76	1/8	1/8	4/4	2	1	1/8	1/8	1		0	72		898
76	76	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	75		899
76	76	1/4	1/4	4/4	1	1	1/4	1/4	1		0	84		892
76	76	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		900
76	76	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	68		901
76	76	1/2	1/2	4/4	1	2	1/2	1/2	1		5	83		896
76	76	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	87		893
76	76	5/8	5/8	4/4	2	1	1/8	1/8	1		5	71		902
76	76	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	75		903
76	76	3/4	3/4	4/4	1	1	1/4	1/4	1		1	91		894
76	76	7/8	7/8	4/4	2	1	1/8	1/8	1		5	71		904
77	77	0	0	4/4	2	1	1/8	1/8	1		-4	68		910
77	77	0	0	4/4	1	2	1/2	1/2	1		0	84		908
77	77	0	0	4/4	1	1	1/2	1/2	1		-3	87		905
77	77	1/8	1/8	4/4	2	1	1/8	1/8	1		0	72		911
77	77	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	75		912
77	77	3/8	3/8	4/4	2	1	1/8	1/8	1		0	72		913
77	77	1/2	1/2	4/4	2	1	1/8	1/8	1		1	67		914
77	77	1/2	1/2	4/4	1	2	1/2	1/2	1	1	-4	80		909
77	77	1/2	1/2	4/4	1	1	1/4	1/4	1		0	84		906
77	77	5/8	5/8	4/4	2	1	1/8	1/8	1		-4	68		915
77	77	3/4	3/4	4/4	2	1	1/8	1/8	1		0	72		916
77	77	3/4	3/4	4/4	1	1	1/4	1/4	1		-3	87		907
77	77	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		917
78	78	0	0	4/4	2	1	1/8	1/8	1		-1	65		925
78	78	0	0	4/4	1	2	1/2	1/2	1	-1	-4	80		923
78	78	0	0	4/4	1	1	1/6	1/4	2/3		0	84		918
78	78	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	68		926
78	78	1/6	1/6	4/4	1	1	1/6	1/4	2/3		-2	82		919
78	78	1/4	1/4	4/4	2	1	1/8	1/8	1		0	72		927
78	78	1/3	1/3	4/4	1	1	1/6	1/4	2/3		0	84		920
78	78	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	68		928
78	78	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		929
78	78	1/2	1/2	4/4	1	2	1/2	1/2	1		1	79		924
78	78	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	80		921
78	78	5/8	5/8	4/4	2	1	1/8	1/8	1		1	67		930
78	78	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		931
78	78	3/4	3/4	4/4	1	1	1/4	1/4	1		0	84		922
78	78	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		932
79	79	0	0	4/4	2	1	1/8	1/8	1		-5	61		937
79	79	0	0	4/4	1	2	1/2	1/2	1		-1	77		936
79	79	0	0	4/4	1	1	1/2	1/2	1		-2	82		933
79	79	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65		938
79	79	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	68		939
79	79	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	65		940
79	79	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		941
79	79	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70		934
79	79	5/8	5/8	4/4	2	1	1/8	1/8	1		-1	65		942
79	79	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		943
79	79	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72		935
79	79	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	65		944
80	80	0	0	4/4	2	1	1/8	1/8	1		-1	65		948
80	80	0	0	4/4	2	2	1/2	1/2	1		-1	65		956
80	80	0	0	4/4	1	1	1/2	1/2	1		-5	73		945
80	80	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	68		949
80	80	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	70		950
80	80	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	68		951
80	80	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	63		952
80	80	1/2	1/2	4/4	2	2	1/2	1/2	1		-3	63		957
80	80	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72		946
80	80	5/8	5/8	4/4	2	1	1/8	1/8	1		1	67		953
80	80	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	68		954
80	80	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		947
80	80	7/8	7/8	4/4	2	1	1/8	1/8	1		1	67		955
81	81	0	0	4/4	2	1	1/8	1/8	1		-5	61		961
81	81	0	0	4/4	2	2	1/2	1/2	1		-5	61		969
81	81	0	0	4/4	1	1	1/2	1/2	1		-2	70		958
81	81	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65		962
81	81	1/4	1/4	4/4	2	1	1/8	1/8	1		1	67		963
81	81	3/8	3/8	4/4	2	1	1/8	1/8	1		-1	65		964
81	81	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60		965
81	81	1/2	1/2	4/4	2	2	1/2	1/2	1		0	60		970
81	81	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	68		959
81	81	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	63		966
81	81	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	65		967
81	81	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		960
81	81	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	63		968
82	82	0	0	4/4	2	1	1/8	1/8	1		-2	58		974
82	82	0	0	4/4	2	2	1/2	1/2	1		-2	58		982
82	82	0	0	4/4	1	1	1/2	1/2	1		1	67		971
82	82	1/8	1/8	4/4	2	1	1/8	1/8	1		-5	61		975
82	82	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	63		976
82	82	3/8	3/8	4/4	2	1	1/8	1/8	1		-5	61		977
82	82	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	56		978
82	82	1/2	1/2	4/4	2	2	1/2	1/2	1		-4	56		983
82	82	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65		972
82	82	5/8	5/8	4/4	2	1	1/8	1/8	1		0	60		979
82	82	3/4	3/4	4/4	2	1	1/8	1/8	1		-5	61		980
82	82	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	77		973
82	82	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60		981
83	83	0	0	4/4	2	1	1/8	1/8	1		1	55		985
83	83	0	0	4/4	2	2	1/2	1/2	1		1	55		993
83	83	0	0	4/4	1	1	1	1	1	1	-3	63		984
83	83	1/8	1/8	4/4	2	1	1/8	1/8	1		-2	58		986
83	83	1/4	1/4	4/4	2	1	1/8	1/8	1		-5	61		987
83	83	3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58		988
83	83	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53		989
83	83	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53		994
83	83	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58		990
83	83	5/8	5/8	4/4	2	1	1/8	1/8	1		-5	61		990
83	83	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	51		991
83	83	3/4	3/4	4/4	2	2	1/4	1/4	1		-3	51		995
83	83	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58		992
83	83	7/8	7/8	4/4	2	1	1/8	1/8	1		-5	61		992
84	84	0	0	4/4	2	1	1/8	1/8	1		-4	44		1001
84	84	0	0	4/4	1	1	1/4	1/4	1	-1	-3	63		996
84	84	1/8	1/8	4/4	2	1	1/8	1/8	1		-3	51		1002
84	84	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	44		1003
84	84	1/4	1/4	4/4	1	1	1/4	1/4	1		0	60		997
84	84	3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51		1004
84	84	1/2	1/2	4/4	2	1	1/8	1/8	1		1	43		1005
84	84	1/2	1/2	4/4	1	2	1/2	1/2	1		5	59		1000
84	84	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	63		998
84	84	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		1006
84	84	3/4	3/4	4/4	2	1	1/8	1/8	1		1	43		1007
84	84	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		999
84	84	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51		1008
85	85	0	0	4/4	2	1	1/8	1/8	1		-4	44		1014
85	85	0	0	4/4	1	2	1/2	1/2	1		0	60		1012
85	85	0	0	4/4	1	1	1/2	1/2	1		-3	63		1009
85	85	1/8	1/8	4/4	2	1	1/8	1/8	1		-3	51		1015
85	85	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	44		1016
85	85	3/8	3/8	4/4	2	1	1/8	1/8	1		-3	51		1017
85	85	1/2	1/2	4/4	2	1	1/8	1/8	1		1	43		1018
85	85	1/2	1/2	4/4	1	2	1/2	1/2	1		-2	58		1013
85	85	1/2	1/2	4/4	1	1	1/4	1/4	1		0	60		1010
85	85	5/8	5/8	4/4	2	1	1/8	1/8	1		-3	51		1019
85	85	3/4	3/4	4/4	2	1	1/8	1/8	1		1	43		1020
85	85	3/4	3/4	4/4	1	1	1/4	1/4	1		-3	63		1011
85	85	7/8	7/8	4/4	2	1	1/8	1/8	1		-3	51		1021
86	86	0	0	4/4	2	1	1/8	1/8	1		-1	41		1029
86	86	0	0	4/4	1	2	1/2	1/2	1		-4	56		1027
86	86	0	0	4/4	1	1	1/6	1/4	2/3		0	60		1022
86	86	1/8	1/8	4/4	2	1	1/8	1/8	1		0	48		1030
86	86	1/6	1/6	4/4	1	1	1/6	1/4	2/3		-2	58		1023
86	86	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	41		1031
86	86	1/3	1/3	4/4	1	1	1/6	1/4	2/3		0	60		1024
86	86	3/8	3/8	4/4	2	1	1/8	1/8	1		0	48		1032
86	86	1/2	1/2	4/4	2	1	1/8	1/8	1		-3	39		1033
86	86	1/2	1/2	4/4	1	2	1/2	1/2	1		1	55		1028
86	86	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	56		1025
86	86	5/8	5/8	4/4	2	1	1/8	1/8	1		0	48		1034
86	86	3/4	3/4	4/4	2	1	1/8	1/8	1		-3	39		1035
86	86	3/4	3/4	4/4	1	1	1/4	1/4	1		0	60		1026
86	86	7/8	7/8	4/4	2	1	1/8	1/8	1		0	48		1036
87	87	0	0	4/4	2	1	1/8	1/8	1		-4	32		1042
87	87	0	0	4/4	1	2	1/2	1/2	1	1	2	50		1040
87	87	0	0	4/4	1	2	1/2	1/2	1	1	-1	53		1040
87	87	0	0	4/4	1	1	1/2	1/2	1		-2	58		1037
87	87	1/8	1/8	4/4	2	1	1/8	1/8	1		-4	44		1043
87	87	1/4	1/4	4/4	2	1	1/8	1/8	1		-4	32		1044
87	87	3/8	3/8	4/4	2	1	1/8	1/8	1		-4	44		1045
87	87	1/2	1/2	4/4	2	1	1/8	1/8	1		-4	32		1046
87	87	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	2	50		1041
87	87	1/2	1/2	4/4	1	2	1/2	1/2	1	-1	-1	53		1041
87	87	1/2	1/2	4/4	1	1	1/4	1/4	1		-4	56		1038
87	87	5/8	5/8	4/4	2	1	1/8	1/8	1		-4	44		1047
87	87	3/4	3/4	4/4	2	1	1/8	1/8	1		-4	32		1048
87	87	3/4	3/4	4/4	1	1	1/4	1/4	1		-2	58		1039
87	87	7/8	7/8	4/4	2	1	1/8	1/8	1		-4	44		1049
88	88	0	0	4/4	2	1	1/8	1/8	1		8	44		1055
88	88	0	0	4/4	1	1	1/4	1/4	1		4	64		1050
88	88	0	0	4/4	1	1	1/4	1/4	1		8	68		1050
88	88	0	0	4/4	1	1	1/4	1/4	1		5	71		1050
88	88	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1056
88	88	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59		1057
88	88	1/4	1/4	4/4	1	1	1/8	1/8	1		4	64		1051
88	88	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1051
88	88	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1058
88	88	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1052
88	88	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1052
88	88	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1059
88	88	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64		1053
88	88	1/2	1/2	4/4	1	1	1/4	1/4	1		8	68		1053
88	88	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1060
88	88	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		1061
88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64		1054
88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		8	68		1054
88	88	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1054
