mc	mn	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord   	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones 	added_tones	root	bass_note
1 	1 	0       	0       	4/4    	5    	1    	g.i      	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
3 	3 	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	i       	     	iv      	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
4 	4 	0       	0       	4/4    	5    	1    	III6     	         	g        	i       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
4 	4 	1/4     	1/4     	4/4    	5    	1    	VII      	         	g        	i       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
4 	4 	3/4     	3/4     	4/4    	5    	1    	i        	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
5 	5 	0       	0       	4/4    	5    	1    	V\\      	         	g        	i       	     	V       	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2     	           	1   	1
5 	5 	3/4     	3/4     	4/4    	5    	1    	v.i      	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
7 	7 	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	v       	     	iv      	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
8 	8 	0       	0       	4/4    	5    	1    	III6     	         	g        	v       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
8 	8 	1/4     	1/4     	4/4    	5    	1    	VII      	         	g        	v       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
8 	8 	3/4     	3/4     	4/4    	5    	1    	i        	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
9 	9 	0       	0       	4/4    	5    	1    	V(64)    	         	g        	v       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
9 	9 	1/4     	1/4     	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
10	10	0       	0       	4/4    	5    	1    	i\\      	         	g        	v       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
10	10	1/4     	1/4     	4/4    	5    	1    	i.III    	i6       	g        	i       	     	III     	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
10	10	1/2     	1/2     	4/4    	5    	1    	v        	III6     	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
10	10	3/4     	3/4     	4/4    	5    	1    	i6       	         	g        	i       	     	i6      	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
11	11	0       	0       	4/4    	5    	1    	III6     	         	g        	i       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
11	11	1/4     	1/4     	4/4    	5    	1    	ii6      	         	g        	i       	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
11	11	3/8     	3/8     	4/4    	5    	1    	III6     	         	g        	i       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
11	11	1/2     	1/2     	4/4    	5    	1    	iv6      	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
12	12	0       	0       	4/4    	5    	1    	III6     	         	g        	i       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
12	12	1/4     	1/4     	4/4    	5    	1    	ii6      	         	g        	i       	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
12	12	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	i       	     	IV      	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
12	12	3/4     	3/4     	4/4    	5    	1    	i6       	         	g        	i       	     	i6      	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
13	13	1/4     	1/4     	4/4    	5    	1    	#viio6   	         	g        	i       	     	#viio6  	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5    	           	5   	2
13	13	3/8     	3/8     	4/4    	5    	1    	vio6     	         	g        	i       	     	vio6    	vi     	o   	6      	       	            	       	         	o         	1                 	1                	-7, -10, -4 	           	-4  	-7
13	13	1/2     	1/2     	4/4    	5    	1    	#viio6   	         	g        	i       	     	#viio6  	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5    	           	5   	2
14	14	0       	0       	4/4    	5    	1    	i\\      	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
14	14	1/4     	1/4     	4/4    	5    	1    	i        	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
16	16	0       	0       	4/4    	5    	1    	iv       	         	g        	i       	     	iv      	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
16	16	1/2     	1/2     	4/4    	5    	1    	VI6      	         	g        	i       	     	VI6     	VI     	    	6      	       	            	       	         	M         	1                 	1                	0, -3, -4   	           	-4  	0
16	16	3/4     	3/4     	4/4    	5    	1    	v6       	         	g        	i       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
17	17	1/4     	1/4     	4/4    	5    	1    	iv6      	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
17	17	1/2     	1/2     	4/4    	5    	1    	V7       	         	g        	i       	     	V7      	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1 	           	1   	1
17	17	3/4     	3/4     	4/4    	5    	1    	V(64)    	         	g        	i       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
18	18	1/4     	1/4     	4/4    	5    	1    	V        	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
19	19	0       	0       	4/4    	5    	1    	i\\      	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
19	19	1/2     	1/2     	4/4    	5    	1    	IV.V     	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
21	21	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	IV      	     	I       	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1     	           	0   	0
22	22	0       	0       	4/4    	5    	1    	I6       	         	g        	IV      	     	I6      	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0     	           	0   	4
22	22	1/4     	1/4     	4/4    	5    	1    	ii6(2)   	         	g        	IV      	     	ii6(2)  	ii     	    	6      	2      	            	       	         	m         	1                 	0                	-1, 3, 4    	           	2   	-1
22	22	3/8     	3/8     	4/4    	5    	1    	ii6      	         	g        	IV      	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2    	           	2   	-1
22	22	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
23	23	0       	0       	4/4    	5    	1    	I\\      	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
23	23	1/2     	1/2     	4/4    	5    	1    	VII.V    	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
24	24	0       	0       	4/4    	5    	1    	I        	         	g        	VII     	     	I       	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1     	           	0   	0
24	24	1/2     	1/2     	4/4    	5    	1    	I6       	         	g        	VII     	     	I6      	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0     	           	0   	4
24	24	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	VII     	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2    	           	2   	-1
25	25	0       	0       	4/4    	5    	1    	V        	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
25	25	1/2     	1/2     	4/4    	5    	1    	I\\      	         	g        	VII     	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
25	25	3/4     	3/4     	4/4    	5    	1    	v.III    	         	g        	v       	     	III     	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
26	26	0       	0       	4/4    	5    	1    	V(64)    	         	g        	v       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
26	26	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
27	27	0       	0       	4/4    	5    	1    	i\\      	         	g        	v       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
27	27	1/4     	1/4     	4/4    	5    	1    	i        	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
27	27	1/2     	1/2     	4/4    	5    	1    	i6       	         	g        	v       	     	i6      	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
27	27	3/4     	3/4     	4/4    	5    	1    	ii65     	         	g        	v       	     	ii65    	ii     	    	65     	       	            	       	         	mm7       	1                 	1                	-1, 3, 0, 2 	           	2   	-1
28	28	0       	0       	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
28	28	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
28	28	3/4     	3/4     	4/4    	5    	1    	i.V(64)  	         	g        	i       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
29	29	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
30	30	0       	0       	4/4    	5    	1    	i\\      	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
30	30	1/4     	1/4     	4/4    	5    	1    	IV.V     	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
31	31	3/4     	3/4     	4/4    	5    	1    	I6       	         	g        	IV      	     	I6      	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0     	           	0   	4
32	32	0       	0       	4/4    	5    	1    	viio6(2) 	         	g        	IV      	     	viio6(2)	vii    	o   	6      	2      	            	       	         	o         	1                 	0                	2, -1, 0    	           	5   	2
32	32	1/4     	1/4     	4/4    	5    	1    	viio6    	         	g        	IV      	     	viio6   	vii    	o   	6      	       	            	       	         	o         	1                 	0                	2, -1, 5    	           	5   	2
32	32	1/2     	1/2     	4/4    	5    	1    	I\\      	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
32	32	3/4     	3/4     	4/4    	5    	1    	VII.V(64)	         	g        	VII     	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	0                	1, 0, 4     	           	1   	1
33	33	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
34	34	0       	0       	4/4    	5    	1    	I\\      	         	g        	VII     	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
34	34	1/2     	1/2     	4/4    	5    	1    	v.i      	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
37	37	0       	0       	4/4    	5    	1    	V(6)     	         	g        	v       	     	V(6)    	V      	    	       	6      	            	       	         	M         	1                 	1                	1, 5, -3    	           	1   	1
37	37	1/4     	1/4     	4/4    	5    	1    	V(64)    	         	g        	v       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
37	37	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
37	37	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
38	38	0       	0       	4/4    	5    	1    	i        	         	g        	v       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
38	38	1/8     	1/8     	4/4    	5    	1    	IV.I6(+6)	         	g        	IV      	     	I6(+6)  	I      	    	6      	+6     	            	       	         	M         	1                 	0                	4, 1, 0     	3          	0   	4
38	38	1/4     	1/4     	4/4    	5    	1    	ii65     	         	g        	IV      	     	ii65    	ii     	    	65     	       	            	       	         	mm7       	1                 	0                	-1, 3, 0, 2 	           	2   	-1
38	38	3/8     	3/8     	4/4    	5    	1    	V        	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
38	38	1/2     	1/2     	4/4    	5    	1    	I\\      	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
39	39	0       	0       	4/4    	5    	1    	VII.I    	         	g        	VII     	     	I       	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1     	           	0   	0
40	40	0       	0       	4/4    	5    	1    	V(4)     	         	g        	VII     	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2     	           	1   	1
40	40	1/4     	1/4     	4/4    	5    	1    	V        	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
40	40	1/2     	1/2     	4/4    	5    	1    	I\\      	         	g        	VII     	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
41	41	0       	0       	4/4    	5    	1    	i.VII    	         	g        	i       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
41	41	1/4     	1/4     	4/4    	5    	1    	v6       	         	g        	i       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
41	41	1/2     	1/2     	4/4    	5    	1    	VIM7     	iv6(2)   	g        	i       	     	VIM7    	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1	           	-4  	-4
41	41	3/4     	3/4     	4/4    	5    	1    	VI       	iv6      	g        	i       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3   	           	-4  	-4
42	42	0       	0       	4/4    	5    	1    	V\\      	         	g        	i       	     	V       	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2     	           	1   	1
43	43	0       	0       	4/4    	5    	1    	III      	         	g        	i       	     	III     	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
43	43	1/4     	1/4     	4/4    	5    	1    	i6       	         	g        	i       	     	i6      	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
43	43	1/2     	1/2     	4/4    	5    	1    	ii7      	         	g        	i       	     	ii7     	ii     	    	7      	       	            	       	         	mm7       	1                 	1                	2, -1, 3, 0 	           	2   	2
43	43	3/4     	3/4     	4/4    	5    	1    	ii       	         	g        	i       	     	ii      	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
45	45	1/4     	1/4     	4/4    	5    	1    	#vii%65  	         	g        	i       	     	#vii%65 	#vii   	%   	65     	       	            	       	         	%7        	1                 	1                	2, -1, 3, 5 	           	5   	2
45	45	3/4     	3/4     	4/4    	5    	1    	#viio6   	         	g        	i       	     	#viio6  	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5    	           	5   	2
46	46	0       	0       	4/4    	5    	1    	I        	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1     	           	0   	0
46	46	1/2     	1/2     	4/4    	5    	1    	IV.V     	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
47	47	0       	0       	4/4    	5    	1    	ii6      	         	g        	IV      	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2    	           	2   	-1
47	47	1/4     	1/4     	4/4    	5    	1    	I6(9)    	         	g        	IV      	     	I6(9)   	I      	    	6      	9      	            	       	         	M         	1                 	0                	4, 1, 0     	2          	0   	4
47	47	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	IV      	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2     	           	1   	1
47	47	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2     	           	1   	1
48	48	0       	0       	4/4    	5    	1    	I\\      	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1     	           	0   	0
49	49	0       	0       	4/4    	5    	1    	v.VII    	         	g        	v       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
49	49	1/4     	1/4     	4/4    	5    	1    	v6       	         	g        	v       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
49	49	1/2     	1/2     	4/4    	5    	1    	VIM7     	         	g        	v       	     	VIM7    	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1	           	-4  	-4
49	49	3/4     	3/4     	4/4    	5    	1    	VI       	         	g        	v       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3   	           	-4  	-4
50	50	1/4     	1/4     	4/4    	5    	1    	iv6      	         	g        	v       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
50	50	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
51	51	1/2     	1/2     	4/4    	5    	1    	ii6      	         	g        	v       	     	ii6     	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
51	51	3/4     	3/4     	4/4    	5    	1    	I6(9)    	         	g        	v       	     	I6(9)   	I      	    	6      	9      	            	       	         	M         	1                 	1                	4, 1, 0     	2          	0   	4
52	52	0       	0       	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
52	52	1/4     	1/4     	4/4    	5    	1    	V        	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
53	53	0       	0       	4/4    	5    	1    	I\\      	         	g        	v       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1     	           	0   	0
53	53	1/2     	1/2     	4/4    	5    	1    	i.V      	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
54	54	0       	0       	4/4    	5    	1    	I        	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1     	           	0   	0
55	55	0       	0       	4/4    	5    	1    	IV       	         	g        	i       	     	IV      	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
56	56	0       	0       	4/4    	5    	1    	ii       	         	g        	i       	     	ii      	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
56	56	1/2     	1/2     	4/4    	5    	1    	VII6     	         	g        	i       	     	VII6    	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2   	           	-2  	2
57	57	0       	0       	4/4    	5    	1    	IIIM7    	         	g        	i       	     	IIIM7   	III    	M   	7      	       	            	       	         	MM7       	1                 	1                	-3, 1, -2, 2	           	-3  	-3
57	57	1/2     	1/2     	4/4    	5    	1    	i65      	         	g        	i       	     	i65     	i      	    	65     	       	            	       	         	mm7       	1                 	1                	-3, 1, -2, 0	           	0   	-3
58	58	0       	0       	4/4    	5    	1    	V(64)    	         	g        	i       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
58	58	1/4     	1/4     	4/4    	5    	1    	V(6+4)   	         	g        	i       	     	V(6+4)  	V      	    	       	6+4    	            	       	         	M         	1                 	1                	1, 5, -3    	0          	1   	1
58	58	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
59	59	0       	0       	4/4    	5    	1    	I\\      	         	g        	i       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1     	           	0   	0
